iter	PRAUC	Logloss
199	0.9558576999	0.2827003815
200	0.9558646297	0.2826581513
201	0.9559618916	0.2824831406
202	0.9560224752	0.2822856689
203	0.9560865759	0.2821020497
204	0.9561030314	0.2820509996
205	0.9561062654	0.2820444406
206	0.9561145693	0.2820262481
207	0.956277504	0.281640854
208	0.9563169772	0.2815444988
209	0.9564291763	0.2813049366
210	0.9564311745	0.2813012966
211	0.9564883131	0.2812261588
212	0.9565088415	0.2811778329
213	0.9565515151	0.281065192
214	0.9565652403	0.2810441384
215	0.9565956468	0.280940339
216	0.9566939584	0.2806949982
217	0.9567675135	0.2804910862
218	0.9567924666	0.2804347337
219	0.9568875065	0.2801348565
220	0.9568890708	0.2801319643
221	0.9569249212	0.2800821203
222	0.9571786589	0.2795171137
223	0.9571974138	0.2794559265
224	0.9572158214	0.2793582848
225	0.9572933651	0.2792002962
226	0.9572943214	0.2791983652
227	0.9573828672	0.2789823672
228	0.9573982668	0.2789182039
229	0.9574101759	0.2788720326
230	0.9574487616	0.2787843624
231	0.9574597366	0.2787472681
232	0.9575014494	0.2786451005
233	0.9575561754	0.2784693664
234	0.9576198461	0.278335344
235	0.9578949195	0.277700519
236	0.9580543338	0.2772873701
237	0.9580571547	0.277275712
238	0.9580581299	0.2772737388
239	0.958224088	0.2768300253
240	0.9584452059	0.2762591119
241	0.9584690414	0.2761835467
242	0.9584735748	0.2761615585
243	0.9585215713	0.2760261325
244	0.9585221799	0.2760249833
245	0.9587290662	0.2755206234
246	0.9588360997	0.2752289448
247	0.9589163879	0.2750473625
248	0.959004405	0.2748797935
249	0.9590207307	0.2748209789
250	0.9590428291	0.2747705029
251	0.9592896239	0.2741095783
252	0.9592925993	0.2740924594
253	0.9593467505	0.2739736705
254	0.95938209	0.2738557335
255	0.9594529768	0.2736858011
256	0.9595663115	0.2733574017
257	0.9595999462	0.2732836638
258	0.9596496003	0.2731824957
259	0.9597098351	0.2730476803
260	0.9598005709	0.2727707333
261	0.9598539283	0.272595611
262	0.9598952483	0.2724331363
263	0.959966609	0.2722257112
264	0.959967543	0.2722242007
265	0.960019754	0.2720833755
266	0.960044513	0.2720338031
267	0.9600933063	0.2719253903
268	0.9601196546	0.2718418453
269	0.9601723518	0.2717446955
270	0.9602198903	0.2716290247
271	0.960288542	0.2714291923
272	0.9602894426	0.2712693986
273	0.9603769938	0.2710158009
274	0.9604403153	0.2708889907
275	0.960569319	0.2705315333
276	0.9605921972	0.2704761353
277	0.9606105802	0.2704404143
278	0.9606131526	0.2703976523
279	0.9606814069	0.2701848996
280	0.9607376497	0.270026449
281	0.96077611	0.2699313958
282	0.960823515	0.2698102897
283	0.9608512759	0.2697358567
284	0.9608984135	0.2696066009
285	0.9609504016	0.2694909468
286	0.9609906113	0.2693858357
287	0.9609917599	0.2693837428
288	0.9610183945	0.2693191472
289	0.9610382167	0.2692655089
290	0.9610562555	0.2692393829
291	0.9610843242	0.2691211016
292	0.9611159077	0.2690680313
293	0.961158382	0.2689518972
294	0.9612408842	0.2684817574
295	0.9613515562	0.2682534521
296	0.9613708751	0.2681917566
297	0.9614475674	0.2680315549
298	0.9614483575	0.268031137
299	0.9614701844	0.267966799
300	0.961719783	0.2667825377
301	0.9617460353	0.2666695075
302	0.9617593319	0.2665985898
303	0.9617851339	0.2664724021
304	0.9617880151	0.2664682151
305	0.9617982724	0.2664556015
306	0.961813511	0.2663367012
307	0.9618238227	0.2663045818
308	0.9618285213	0.2662410025
309	0.9618760802	0.2661362244
310	0.9619397587	0.2656764212
311	0.9619699289	0.2656170541
312	0.9620157198	0.2655058034
313	0.9620157999	0.2655056558
314	0.9621128101	0.2651118036
315	0.9621349372	0.26508652
316	0.9621484729	0.2649906031
317	0.9621619738	0.2648795832
318	0.9621843433	0.2648023145
319	0.9622109855	0.2647121544
320	0.9622430325	0.2646290969
321	0.9622826627	0.2645294246
322	0.9623132905	0.2644451572
323	0.9623567466	0.2643384979
324	0.9623639125	0.2643133236
325	0.9623718977	0.2642905423
326	0.9624702122	0.2639923167
327	0.9624708964	0.2639909485
328	0.9624913661	0.2639212117
329	0.9624884245	0.2638940903
330	0.9624759193	0.2638244525
331	0.9625044292	0.2637660427
332	0.9625415285	0.2637067015
333	0.9625440952	0.2636899601
334	0.9626062504	0.2635762687
335	0.9626044218	0.2635345722
336	0.962634152	0.2634453005
337	0.9627382511	0.2632054638
338	0.9627796493	0.2630997466
339	0.9628439128	0.2628971434
340	0.9628480366	0.2628801348
341	0.9628458475	0.2627972781
342	0.9628517707	0.2627820142
343	0.9629081158	0.2626384027
344	0.9629083708	0.2626375952
345	0.9629858214	0.2624993633
346	0.9629835977	0.2624700909
347	0.9630219811	0.2623667303
348	0.9631861846	0.2615894614
349	0.963223038	0.2614207208
350	0.9632669215	0.2613581643
351	0.9632833848	0.2612466271
352	0.9633109114	0.2611605229
353	0.9633331442	0.2611516064
354	0.963367594	0.2610371878
355	0.9634341464	0.260829595
356	0.9634806349	0.2607111543
357	0.9634810732	0.260710141
358	0.9634813093	0.26070713
359	0.9635371143	0.2605391156
360	0.9635600891	0.2604845892
361	0.9635799747	0.2603977262
362	0.9636156057	0.2602942986
363	0.9636434226	0.2602426489
364	0.9636444221	0.2601647473
365	0.9636659652	0.2601374625
366	0.9636691422	0.2601218005
367	0.9637009399	0.2600493222
368	0.9637405004	0.2599767299
369	0.9637594495	0.2599474362
370	0.9637766222	0.2599324631
371	0.9638247062	0.2597300443
372	0.9638367968	0.2596184399
373	0.9638456398	0.2595411995
374	0.9638604531	0.2594887545
375	0.9639217956	0.2593780899
376	0.9639191597	0.2593499209
377	0.9639354674	0.2592972334
378	0.9639686467	0.2591898289
379	0.9640157164	0.2590514277
380	0.9640813677	0.258663825
381	0.9641191387	0.2586020024
382	0.9641373367	0.2585640743
383	0.964161882	0.2585157755
384	0.964170145	0.258497654
385	0.9643102933	0.2580570414
386	0.9643871885	0.2578683073
387	0.9644140179	0.2577378337
388	0.9644565636	0.2575985622
389	0.9644947451	0.2574521886
390	0.9645300272	0.2573824548
391	0.9645818882	0.2572613574
392	0.9646171818	0.2571711833
393	0.9646359872	0.2570744115
394	0.9646473351	0.2569990802
395	0.964660079	0.2569767559
396	0.9647080429	0.2568984941
397	0.9647186523	0.2568679498
398	0.9647589379	0.2567440127
399	0.9647806645	0.2566572794
400	0.9647842027	0.2566466402
401	0.9648227164	0.2565781179
402	0.9648878847	0.2564288017
403	0.9649027737	0.2563823488
404	0.9649394614	0.2562909326
405	0.964939563	0.2562908908
406	0.9649403913	0.2562881383
407	0.964980401	0.2561785206
408	0.9650138248	0.2560940768
409	0.9650689678	0.2558880144
410	0.9651326963	0.2556908192
411	0.965150198	0.2556430251
412	0.9651795448	0.25557848
413	0.9651999006	0.2555273649
414	0.9652179577	0.255424255
415	0.9652600233	0.2552794791
416	0.9653023775	0.2551477045
417	0.9653631644	0.2549801806
418	0.9653795488	0.2549518361
419	0.9654003233	0.2547674145
420	0.9654243331	0.2546648859
421	0.9654800352	0.2545529259
422	0.9655014899	0.254464953
423	0.9655565387	0.2543425548
424	0.9655821954	0.2542794437
425	0.9655976466	0.2542411133
426	0.9656037169	0.2542315782
427	0.9656456564	0.2541379149
428	0.9656558922	0.2540863024
429	0.965676297	0.2540256455
430	0.9656986337	0.2539697881
431	0.9657254392	0.2538957667
432	0.9657325796	0.253872281
433	0.9657646672	0.2537639564
434	0.9657942266	0.2536475573
435	0.9658193697	0.2535567544
436	0.965853482	0.2533841089
437	0.9658635491	0.253358836
438	0.9659134299	0.2532358677
439	0.9659289159	0.2531578765
440	0.965962903	0.2530871664
441	0.9660224477	0.2529003642
442	0.9660670696	0.2528042195
443	0.9661060882	0.2527208511
444	0.9661228673	0.2526259058
445	0.9661843266	0.2524376731
446	0.9662017137	0.2523845301
447	0.966207829	0.2523687353
448	0.9662335316	0.2522674475
449	0.9662508558	0.2522493358
450	0.9663195408	0.2521250051
451	0.9663373774	0.2520008669
452	0.966361838	0.2519070777
453	0.9663867348	0.2517920909
454	0.9664190374	0.2517280942
455	0.9664433731	0.2516657352
456	0.9664747241	0.2515705207
457	0.9664917296	0.251555001
458	0.9664925054	0.2515528242
459	0.9664961283	0.251537959
460	0.9665321914	0.2514080799
461	0.9665953077	0.2511389738
462	0.9665833285	0.2511276091
463	0.9666016189	0.2510889291
464	0.9666196596	0.2510379598
465	0.9666599219	0.2509451472
466	0.9667186947	0.2507348207
467	0.9668367649	0.2503771944
468	0.9668505141	0.250298581
469	0.9668860175	0.2501800848
470	0.966910643	0.2501123461
471	0.9669135566	0.2500901482
472	0.9669302973	0.2500376087
473	0.9669728273	0.2498830592
474	0.9670178744	0.2497459913
475	0.967013516	0.2497177881
476	0.9670414531	0.2496000852
477	0.9670649669	0.2495182545
478	0.9671019639	0.2494418508
479	0.9671463612	0.249307543
480	0.9671664973	0.2492278423
481	0.967175776	0.2491953786
482	0.967191026	0.2491338979
483	0.9672023258	0.2490998185
484	0.9672167892	0.2490222112
485	0.9672349298	0.2489877261
486	0.9672519583	0.2489632583
487	0.9672864004	0.2488593409
488	0.9673133489	0.2487935216
489	0.9673257162	0.2487738277
490	0.9673396039	0.2487225466
491	0.9673653635	0.2486373812
492	0.9674373231	0.2484710893
493	0.9674545923	0.2483835579
494	0.9674594749	0.2483632735
495	0.9674787138	0.2483262624
496	0.9675110983	0.2482395064
497	0.9675422284	0.248155485
498	0.9675849472	0.2480572161
499	0.9675891017	0.2480496278
500	0.9676225153	0.2479616197
501	0.9676302634	0.2479262675
502	0.9676655131	0.2477521567
503	0.9676895161	0.2477081119
504	0.9677030297	0.2476084486
505	0.9677363784	0.247518977
506	0.9677693276	0.2474637645
507	0.9678141706	0.2473497164
508	0.967853598	0.2472139711
509	0.9678723877	0.2470457356
510	0.9679261354	0.2468769513
511	0.9679435411	0.2468361344
512	0.9679625371	0.2467693225
513	0.9679951653	0.2466022127
514	0.9680174902	0.2465415996
515	0.9680409871	0.2464510229
516	0.9680494866	0.2464255588
517	0.9680925629	0.2463383071
518	0.9681296633	0.2462451387
519	0.9681568608	0.2461766091
520	0.9681678637	0.2461229533
521	0.9682018517	0.2459905922
522	0.9682291898	0.24591926
523	0.9682408292	0.2459108354
524	0.9682669474	0.2458297922
525	0.9682875455	0.2457498022
526	0.9683041035	0.2456126931
527	0.9683266417	0.2455544296
528	0.9683875153	0.2453327536
529	0.9684162184	0.2452561359
530	0.9684546525	0.245174102
531	0.9684803468	0.2450732237
532	0.9685219975	0.2449979079
533	0.9685532762	0.2449053872
534	0.9685682854	0.2448941408
535	0.9685904429	0.2448214883
536	0.9685991184	0.2447878154
537	0.9686110192	0.2447624984
538	0.9686328324	0.2447015073
539	0.968651003	0.2446631306
540	0.968655249	0.2446219751
541	0.9686842217	0.2445115612
542	0.9686836268	0.2444895709
543	0.9687067041	0.2443385236
544	0.9687396131	0.2443006898
545	0.9687758375	0.2442126249
546	0.9688139115	0.2440967337
547	0.9688307543	0.244035862
548	0.968868487	0.2439396703
549	0.9688926282	0.2438985722
550	0.9689375354	0.2436462132
551	0.9689619176	0.2435881596
552	0.968999263	0.2435040654
553	0.9690167962	0.2434509358
554	0.9690354421	0.2434230678
555	0.9690601177	0.2433152494
556	0.9692356132	0.2420196115
557	0.9692389631	0.2419851176
558	0.969249907	0.2419369086
559	0.9692446229	0.2419192741
560	0.9692973102	0.2418132618
561	0.969322786	0.2417668975
562	0.9693216966	0.2417655435
563	0.9693405086	0.2417303336
564	0.9693512075	0.2416763117
565	0.969380066	0.2415542813
566	0.969395942	0.2414848442
567	0.9694093616	0.2413936307
568	0.9694297775	0.2413258335
569	0.9694710458	0.241256497
570	0.9695148634	0.2411459559
571	0.969527959	0.2411120599
572	0.9696340655	0.2403855271
573	0.9696623675	0.2403302203
574	0.969657998	0.2402940146
575	0.9696539054	0.2402355646
576	0.969660562	0.2401991565
577	0.9697058247	0.2400107981
578	0.9697313211	0.2398779607
579	0.9697496854	0.2398471945
580	0.9697568965	0.2398103837
581	0.9697760078	0.2397689664
582	0.9697843455	0.2397032917
583	0.9698020582	0.2396518514
584	0.9698425505	0.2395591693
585	0.9698638967	0.2394949074
586	0.9698702191	0.2394744926
587	0.9698723633	0.2394498788
588	0.9699164619	0.2393708702
589	0.9699187063	0.239351194
590	0.9699254269	0.2393320694
591	0.9699372074	0.2392604446
592	0.9699468617	0.2392457519
593	0.9699553107	0.2392077619
594	0.9699841354	0.2391740546
595	0.9699841636	0.2391740523
596	0.9699951196	0.2391506439
597	0.9700123611	0.2391077943
598	0.9700289354	0.2390350154
599	0.970048871	0.2389924703
600	0.9700993669	0.2388778512
601	0.9701094487	0.2388488943
602	0.9701120004	0.2388400963
603	0.9701211051	0.2388340361
604	0.9701215598	0.2388331236
605	0.9701613312	0.2386569389
606	0.9702034687	0.2385158153
607	0.9702165011	0.2384663688
608	0.9702338646	0.2384382045
609	0.9702350788	0.238400481
610	0.9702360013	0.2383983995
611	0.9702634728	0.2383457938
612	0.9702835984	0.2382939523
613	0.9703055733	0.2382247097
614	0.9703260139	0.2381363561
615	0.9703517661	0.2380571994
616	0.9703827235	0.2379668902
617	0.9704166998	0.2378993254
618	0.9704150519	0.2378256282
619	0.9704217137	0.237806475
620	0.9704320335	0.2377810718
621	0.9704528391	0.237686282
622	0.9704665761	0.2376638292
623	0.9704694079	0.2376460165
624	0.9704752531	0.2376373787
625	0.9704811422	0.2375885592
626	0.9705019421	0.2375372425
627	0.9705039563	0.2375331161
628	0.9705314024	0.2374696089
629	0.9705214971	0.2374236774
630	0.9705311809	0.2373807224
631	0.9705373738	0.2373545676
632	0.9705612528	0.2372859427
633	0.970570816	0.2372561773
634	0.9705779	0.23723248
635	0.9705780622	0.2372321022
636	0.9706119222	0.2371413871
637	0.9706244885	0.2370885784
638	0.9706654227	0.2370099065
639	0.9706804596	0.2369241537
640	0.9706898459	0.2369050634
641	0.9707134398	0.2367956592
642	0.9707270035	0.2367562558
643	0.9707395121	0.2367024798
644	0.9707657729	0.2366192531
645	0.9707702259	0.2365963785
646	0.9708046557	0.2365114347
647	0.9708195864	0.2364762844
648	0.970846079	0.2363750873
649	0.9708753567	0.2362678041
650	0.9708720129	0.2362613316
651	0.9708860876	0.2362378554
652	0.9709252663	0.2361110772
653	0.9709334336	0.2360817149
654	0.9709478341	0.2360069784
655	0.9709446758	0.2359576901
656	0.9709572706	0.235932125
657	0.9709710689	0.2358892457
658	0.9710086275	0.2357996495
659	0.9710127805	0.2357826937
660	0.9710326641	0.2357245431
661	0.9710345063	0.2357076544
662	0.9710795053	0.235557775
663	0.9711080631	0.2354731247
664	0.9711389805	0.2353876857
665	0.9711409241	0.2353650604
666	0.9711496896	0.2353439484
667	0.9711897325	0.2352286541
668	0.9712128705	0.2351526224
669	0.9712182256	0.2351205973
670	0.9712264744	0.2350614299
671	0.9712407627	0.2350206396
672	0.9712636216	0.2349690268
673	0.971288922	0.2349002793
674	0.9713141818	0.234863454
675	0.9713091808	0.2348363125
676	0.9713165652	0.2348175853
677	0.9713291879	0.234788894
678	0.9713391265	0.234754969
679	0.9713825404	0.2346357738
680	0.9714076144	0.2344680804
681	0.9714428638	0.2343760326
682	0.9714712477	0.2342924624
683	0.9714977091	0.234230867
684	0.97152289	0.2341801373
685	0.9715120763	0.2341485044
686	0.9715203226	0.2341215679
687	0.9715385517	0.2340819615
688	0.9715599715	0.2340235953
689	0.9715602195	0.2340235452
690	0.9715667806	0.2339985041
691	0.9715839357	0.2339752495
692	0.9716021284	0.2339079999
693	0.9716271196	0.2337620653
694	0.9716824004	0.233539093
695	0.9716856696	0.2335228529
696	0.9716953805	0.2334954694
697	0.9717054565	0.23344675
698	0.9716989935	0.2333998899
699	0.9717000198	0.2333414262
700	0.9717286798	0.2332560941
701	0.9717397387	0.2331663481
702	0.9717510557	0.2331495728
703	0.971763212	0.233108278
704	0.9717819576	0.2330602017
705	0.9718041576	0.2328881468
706	0.9718276558	0.2328237082
707	0.9718624768	0.2327512061
708	0.9718879424	0.2326745671
709	0.9719007594	0.2326505497
710	0.9719246633	0.2325585144
711	0.9719520047	0.2324681726
712	0.9719771458	0.2324020603
713	0.9719818693	0.2323834166
714	0.9719974155	0.2323341471
715	0.9720066977	0.2323207993
716	0.9720143581	0.232264663
717	0.9720141381	0.2322646278
718	0.9720290521	0.2322244495
719	0.9720430092	0.2321900423
720	0.972046211	0.2321797205
721	0.9720764051	0.2320885655
722	0.972104857	0.2320014357
723	0.9721534566	0.231854155
724	0.9721662971	0.2318251557
725	0.9721780141	0.2317451247
726	0.9722019148	0.231623323
727	0.9722196751	0.2315704465
728	0.9722149546	0.2315648674
729	0.9722321112	0.2315190737
730	0.9722560295	0.2314588508
731	0.9722761927	0.2314197075
732	0.9722929943	0.2313653149
733	0.9722938162	0.2313622972
734	0.9723347637	0.2312718402
735	0.9723474831	0.2312069163
736	0.9723798178	0.2310947629
737	0.9723980515	0.2310364662
738	0.9724112948	0.2309979622
739	0.9724112229	0.2309978678
740	0.9724283138	0.2309331354
741	0.972454565	0.2308378841
742	0.972461658	0.2308122156
743	0.9724709085	0.230717013
744	0.9725063748	0.2306497155
745	0.9725106761	0.230627787
746	0.9725182613	0.2306049179
747	0.9725195874	0.2305472312
748	0.9725357064	0.2304942125
749	0.9725546111	0.2304040688
750	0.9725670648	0.2303653721
751	0.972574834	0.2303496889
752	0.9725801229	0.2303345138
753	0.972592977	0.2303141316
754	0.9725988272	0.2302607858
755	0.9726051376	0.2302399202
756	0.9726213375	0.2301567141
757	0.972625441	0.2301535413
758	0.9726306925	0.2301312898
759	0.9726584501	0.230043341
760	0.972702753	0.2299281884
761	0.9727108808	0.229857092
762	0.9727244906	0.2297940992
763	0.9727566359	0.2297109671
764	0.9727742387	0.2296532099
765	0.9727820267	0.2296237883
766	0.9727868775	0.2295787054
767	0.9727991547	0.2295557373
768	0.9728139633	0.2295244257
769	0.9728273985	0.2294830908
770	0.9728425139	0.2294142135
771	0.9728485469	0.2294065075
772	0.9728485591	0.229406498
773	0.972855745	0.2293827595
774	0.972861457	0.2293716692
775	0.9728911948	0.2292817053
776	0.9729098683	0.229179911
777	0.9729121463	0.2291280227
778	0.9729232064	0.2291046406
779	0.9729400138	0.2290358771
780	0.9729611129	0.2289957471
781	0.9729664027	0.2289804654
782	0.9729750549	0.2289602859
783	0.9730092324	0.2288424594
784	0.9730465251	0.2287487791
785	0.9730600234	0.2287080468
786	0.9730915618	0.2286035064
787	0.9730996994	0.2285781541
788	0.9731058837	0.2285533958
789	0.9731584106	0.2284124035
790	0.9731625686	0.2283885715
791	0.9731695631	0.2283498125
792	0.973181208	0.2283017452
793	0.9731988921	0.2282425865
794	0.9732172124	0.2281579419
795	0.9732332727	0.2280830306
796	0.9732399092	0.228050692
797	0.9732423033	0.2280432945
798	0.9732501995	0.2280089481
799	0.9732526624	0.2279996915
800	0.973257914	0.2279800422
801	0.9732692129	0.227950631
802	0.9732687529	0.2279333278
803	0.9732985353	0.2278623845
804	0.9733186076	0.2277575715
805	0.9733294364	0.2277081554
806	0.9733479588	0.2276414258
807	0.9733643297	0.2275829164
808	0.973395353	0.2275034709
809	0.9734209092	0.2274409368
810	0.973435226	0.2274044865
811	0.9734297053	0.2273456056
812	0.9734270269	0.2272734732
813	0.9734377061	0.2272636421
814	0.9734629124	0.2271767822
815	0.9734688112	0.2271310243
816	0.9734731948	0.2271113731
817	0.9734882822	0.2270924452
818	0.9734979106	0.2270714862
819	0.9735327925	0.2269726033
820	0.9735584418	0.2268979896
821	0.9735713987	0.2268328069
822	0.9736016612	0.226728608
823	0.9736237769	0.2266672098
824	0.9736516702	0.2265840685
825	0.9736574099	0.2265507674
826	0.9736857611	0.22647833
827	0.9737036948	0.2264318228
828	0.9737441584	0.2260534789
829	0.9737649067	0.2259746408
830	0.9737770809	0.2259134437
831	0.9738060453	0.2258565608
832	0.9737986607	0.2258377583
833	0.9737912329	0.2258113851
834	0.9737961801	0.2257938081
835	0.973803997	0.2257667973
836	0.9738096076	0.225750014
837	0.9738328855	0.2256605072
838	0.9738394283	0.2256432597
839	0.973857162	0.2255922626
840	0.9738795215	0.2255529999
841	0.9739123958	0.2254046453
842	0.9739375603	0.2253322448
843	0.9739465437	0.2253130521
844	0.9739455818	0.2252708301
845	0.9739414727	0.2252324959
846	0.9739578767	0.2251945495
847	0.9739847662	0.2251313754
848	0.9740015022	0.2250863575
849	0.9740021475	0.2250848307
850	0.974012869	0.2250473451
851	0.9740171415	0.2250394207
852	0.9740164673	0.2250128897
853	0.9740388065	0.2249629175
854	0.9740418605	0.2249224042
855	0.9740683782	0.224818787
856	0.9740915708	0.2247634643
857	0.9740959055	0.2247594393
858	0.9741018414	0.2247165896
859	0.9741042772	0.2247062779
860	0.974105666	0.2246789219
861	0.9741161224	0.2246315563
862	0.9741249212	0.2245841958
863	0.9741427059	0.2245178213
864	0.9741610701	0.2244765687
865	0.97416039	0.2244718411
866	0.9742034805	0.2243600779
867	0.9742014031	0.2243149854
868	0.9742014386	0.224314908
869	0.9742110066	0.22428417
870	0.9742320521	0.2242563187
871	0.9742323648	0.2242562894
872	0.9742324292	0.2242562677
873	0.9742406265	0.2242279157
874	0.9742503053	0.2241703636
875	0.9742546646	0.2241591485
876	0.9742588063	0.2241307218
877	0.9742544916	0.2241124007
878	0.9742546202	0.2241123958
879	0.9742675022	0.224077795
880	0.9743373439	0.2237054098
881	0.974342503	0.2236763987
882	0.9743535398	0.2236484681
883	0.9743739749	0.2235487599
